practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_outcome_complete_months,cbt003_007_comparable_months,cbt003_answered_calls,cbt007_answered_calls,cbt_missed_calls,cbt_ivr_calls,cbt_callback_requests,cbt_answered_share_cbt003,cbt_answered_share_cbt007_sensitivity,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share,cbt003_007_relative_difference
E85096,12,12,12,73843.0,6153.583333333333,0.6548788474132285,71.0,35.0,36.0,0.0,0.961499397370096,0.49295774647887325,0.5070422535211268,0.0,0.0,0.7084926798984987,40289,34659,2316,3314,26579,12925,34,26,725,0,12790,3486,11599,8624,1984,878,925,3787,3,0,545.6035101499126,0.05748467323587083,0.6597086053265159,0.320807168209685,0.3174563776713247,0.0865248579016605,0.28789495892179007,0.3744198168234506,0.21405346372458983,0.6918761944947752,0.09399587976867135,45.965302930116756,0,0,0,12,12,12,0,0,37079.0,502.1329035927576,43.65931228940321,110.7317419640658,12,12,28300.0,28301.0,1644.0,6834.0,300.0,0.7632352544567006,0.763262223900321,0.04433776531190162,0.18430917770166402,0.008090833086113433,3.53356890459364e-05
E85099,12,12,12,81080.0,6756.666666666667,1.282051282051282,1954.0,1472.0,482.0,0.0,24.09965466206216,0.7533265097236438,0.24667349027635618,0.0,0.0,5.830243814082931,31329,28174,1507,1648,29349,908,773,0,299,0,10948,2553,5973,3836,2146,3631,2229,8006,13,0,386.39615194869265,0.04810239714003001,0.9367997701809825,0.028982731654377734,0.3494525838679817,0.08148999329694533,0.19065402662070285,0.2721440199176482,0.1224424654473491,0.62159660378563,0.25554597976315874,38.267751594452704,0,0,0,12,12,12,0,0,40422.0,498.5446472619635,36.561240607664494,156.7802125263113,12,12,28041.0,28041.0,2356.0,8755.0,1270.0,0.6937063975063085,0.6937063975063085,0.058285092276483104,0.21658997575577657,0.03141853446143189,0.0
E85107,12,12,12,90861.0,7571.75,0.5582879170543665,12679.0,10502.0,2177.0,0.0,139.54281815080176,0.8282987617319978,0.1717012382680022,0.0,0.0,22.055007209508858,44195,39599,2322,2274,23941,6009,13629,173,443,0,18704,2835,6385,4772,3421,2901,5171,11493,6,0,486.40230682030796,0.05253988007693178,0.5417128634460912,0.13596560696911417,0.4232152958479466,0.06414752800090508,0.14447335671456046,0.20862088471546553,0.10797601538635593,0.6318361805634122,0.26005204208620886,62.71575724055422,0,0,0,12,12,12,0,0,42748.0,470.4768822707212,60.26834853132337,151.5297788009737,12,12,28484.0,28484.0,4692.0,6947.0,2625.0,0.6663235706933658,0.6663235706933658,0.1097595209132591,0.16251052680827174,0.0614063815851034,0.0
E85115,12,12,12,48260.0,4021.6666666666665,0.4725192738124845,504.0,287.0,217.0,0.0,10.443431413178615,0.5694444444444444,0.4305555555555556,0.0,0.0,1.5352139281622543,23079,20162,765,2152,17891,4739,12,0,437,0,6874,2393,4529,3486,2887,1482,1425,5794,3,0,478.2221301284708,0.033147016768490835,0.7752068980458425,0.20533818622990596,0.2978465271458902,0.10368733480653408,0.1962390051562026,0.29992633996273665,0.1510464058234759,0.5977728671086269,0.2510507387668443,64.15894585136019,0,0,0,12,12,12,0,0,29661.0,614.6083713220058,48.93676542856997,139.62871969528828,12,12,20417.0,20418.0,1692.0,7179.0,372.0,0.6883449647685513,0.6883786790735309,0.05704460402548801,0.24203499544856882,0.01254172145241226,4.897879218298477e-05
E85119,12,12,12,166850.0,13904.166666666666,0.49173318129988597,1231.0,841.0,390.0,0.0,7.377884327240036,0.6831844029244517,0.31681559707554835,0.0,0.0,1.3240955169857576,85549,76018,5038,4493,57419,26206,18,140,1766,0,37562,6017,16351,14672,6884,2126,1916,10926,21,0,512.7299970032964,0.05889022665373061,0.6711825971080901,0.30632736794117993,0.4390700066628482,0.07033396065412804,0.19113022945914038,0.26146419011326844,0.17150405031034846,0.7005341967761166,0.1277162795590831,46.7467385150838,0,0,0,12,12,12,0,0,116786.0,699.9460593347318,45.30982584462215,120.51057256388174,12,12,58218.0,58221.0,10538.0,36611.0,11416.0,0.49850153271796277,0.49852722072851197,0.09023341838919048,0.3134879180723717,0.09775144280992584,5.153045449860868e-05
E85121,12,12,12,177023.0,14751.916666666666,0.5879172861197459,24250.0,20954.0,3296.0,0.0,136.98784903656588,0.8640824742268042,0.13591752577319588,0.0,0.0,20.836129810237438,96148,86611,5763,3774,57357,13852,23598,278,1063,0,37455,7140,21348,17931,8866,2478,919,12263,11,0,543.138462233721,0.05993884428173233,0.5965490701834671,0.1440695594292133,0.38955568498564713,0.07426051503931438,0.22203269958813496,0.29629321462744934,0.18649373881932022,0.6858488996130965,0.1275429546116404,49.80188823129865,0,0,0,12,12,12,0,0,106855.0,603.6221281980307,48.09686246797417,139.14518970576114,12,12,59021.0,59021.0,10152.0,29603.0,8079.0,0.552346637967339,0.552346637967339,0.09500725281924102,0.2770389780543728,0.07560713115904731,0.0
E85126,12,12,12,132207.0,11017.25,0.5351959361393324,308.0,211.0,97.0,0.0,2.329679971559751,0.685064935064935,0.31493506493506496,0.0,0.0,0.47641466549481565,38375,32924,2314,3137,32718,4977,0,0,680,0,10863,2860,10090,9927,2554,965,1116,4635,0,0,290.26450944352416,0.06029967426710098,0.852586319218241,0.12969381107491856,0.28307491856677525,0.07452768729641694,0.2629315960912052,0.33745928338762216,0.2586840390879479,0.6205342019543973,0.12078175895765472,41.26152490434866,0,0,0,12,12,12,0,0,56864.0,430.1133828012133,35.62852034132806,112.79355206110586,12,12,46177.0,46177.0,2461.0,8034.0,192.0,0.8120603545301069,0.8120603545301069,0.04327870005627462,0.14128446820483961,0.0033764772087788407,0.0
E85128,12,12,12,149341.0,12445.083333333334,1.1321663722498796,13709.0,10759.0,2950.0,0.0,91.79662651247816,0.7848128966372456,0.2151871033627544,0.0,0.0,8.695142764738536,178305,164034,4181,10090,123984,12873,37872,1249,2327,0,86409,27537,37242,13929,6539,3257,3343,13139,49,0,1193.9454001245472,0.023448585289251565,0.6953478590056364,0.07219651720366788,0.48461344325733996,0.1544376209304282,0.2088668293093295,0.3633044502397577,0.07811895347859006,0.8479178934970977,0.0736883430077676,106.17886811952347,0,0,0,12,12,12,0,0,73415.0,491.5930655345819,41.24217053280487,124.63726393004208,12,12,45830.0,45830.0,7433.0,13438.0,6714.0,0.6242593475447796,0.6242593475447796,0.10124633930395696,0.18304161274943812,0.09145270040182524,0.0
E85129,12,12,12,70876.0,5906.333333333333,0.7584695769425249,3311.0,1641.0,1670.0,0.0,46.715390259043964,0.4956206584113561,0.504379341588644,0.0,0.0,6.1176844995892905,35640,31680,2213,1747,20183,15133,3,17,304,0,13148,3869,10244,4328,1664,1061,1321,4046,5,0,502.85004797110446,0.06209315375982043,0.5663019079685746,0.42460718294051625,0.36891133557800226,0.10855780022446689,0.2874298540965208,0.39598765432098765,0.12143658810325476,0.7648989898989899,0.11352413019079685,33.461480503481255,0,0,0,12,12,12,0,0,42869.0,604.8450815508776,38.30606686624959,110.31074031886533,12,12,29507.0,29507.0,1401.0,11754.0,110.0,0.6883062352749073,0.6883062352749073,0.03268095826821246,0.27418414238727284,0.0025659567519652894,0.0
E85130,12,12,12,52452.0,4371.0,1.355856857079351,1467.0,1083.0,384.0,0.0,27.968428277282086,0.7382413087934561,0.261758691206544,0.0,0.0,3.6637036250698234,26249,23433,905,1911,25036,932,18,0,263,0,12436,2639,6217,2549,1054,656,696,2406,2,0,500.4384961488599,0.03447750390491066,0.9537887157606004,0.03550611451864833,0.4737704293496895,0.10053716332050745,0.23684711798544705,0.3373842813059545,0.09710846127471523,0.811154710655644,0.09166063469084537,36.829604480497146,0,0,0,12,12,12,0,0,26694.0,508.92244337680165,38.667018770630506,138.93932331665974,12,12,18722.0,18722.0,1744.0,4748.0,1480.0,0.701356109987263,0.701356109987263,0.06533303364051847,0.1778676856222372,0.05544317074998127,0.0
E85605,12,12,12,98829.0,8235.75,0.898096036402826,12488.0,10567.0,1921.0,0.0,126.35967175626587,0.8461723254324152,0.1538276745675849,0.0,0.0,21.959546492099843,66242,61342,2295,2605,38905,12608,10982,0,3747,0,27900,6695,13071,7092,8194,2984,283,11461,23,0,670.2688482125692,0.03464569306482292,0.587316204220887,0.19033241749947163,0.4211829352978473,0.10106880830892787,0.19732194076265813,0.298390749071586,0.10706198484345279,0.7195736843694333,0.17301711904833791,57.44393860122114,0,0,0,12,12,12,0,0,45654.0,461.94942779953254,42.73753955406659,116.57382528945675,12,12,32438.0,32439.0,3375.0,9713.0,127.0,0.7105182459368292,0.7105401498225785,0.07392561440399527,0.21275244228326104,0.0027817934901651553,3.082804118626302e-05
E85623,12,12,12,35852.0,2987.6666666666665,1.1397921555481059,542.0,253.0,289.0,0.0,15.1177061251813,0.466789667896679,0.533210332103321,0.0,0.0,3.0779239389219124,17930,15892,1248,790,13105,4258,342,63,162,0,7950,1296,4497,2645,826,307,310,1443,99,0,500.1115697869017,0.06960401561628556,0.7308979364194088,0.23747908533184606,0.4433909648633575,0.07228109313998884,0.25080870050195203,0.3230897936419409,0.14751812604573342,0.7664807585052984,0.08047964305633017,51.09111377916731,0,0,0,12,12,12,0,0,25327.0,706.4319982148834,72.13992286096772,219.2078622828319,12,12,13194.0,13194.0,3823.0,8121.0,189.0,0.5209460259801793,0.5209460259801793,0.15094563114462825,0.32064595096142456,0.007462391913767916,0.0
E85635,12,12,12,67289.0,5607.416666666667,1.21580547112462,991.0,636.0,355.0,0.0,14.727518613740731,0.6417759838546923,0.35822401614530774,0.0,0.0,2.7852727451126555,21644,18938,1146,1560,20249,1294,1,36,64,0,8806,1412,3224,3834,2412,1099,855,4366,2,0,321.6573288353223,0.052947699131399004,0.9355479578636111,0.0597856218813528,0.40685640362225095,0.06523747920901866,0.14895583071520976,0.21419330992422841,0.1771391609683977,0.6210497135464794,0.20171872112363703,44.38170390498641,0,0,0,12,12,12,0,0,29791.0,442.7320958849143,52.302923077026435,197.7299226409546,12,12,20179.0,20179.0,2170.0,6847.0,595.0,0.6773522204692692,0.6773522204692692,0.07284079084287201,0.22983451377932934,0.019972474908529422,0.0
E85640,12,12,12,41353.0,3446.0833333333335,0.5494505494505495,222.0,141.0,81.0,0.0,5.368413416197132,0.6351351351351351,0.36486486486486486,0.0,0.0,1.4166371666744493,13632,12513,527,592,5650,7906,0,21,55,0,3976,3119,5132,976,254,115,59,428,1,0,329.6496022054023,0.038659037558685445,0.41446596244131456,0.5799589201877934,0.2916666666666667,0.22879988262910797,0.37646713615023475,0.6052670187793427,0.0715962441314554,0.8969336854460094,0.031396713615023476,36.893708031726504,0,0,0,12,12,12,0,0,17451.0,422.00082218944215,51.68921284343808,170.96728811499605,12,12,12576.0,12579.0,1243.0,3503.0,126.0,0.7206463812962008,0.7208182912154031,0.0712280098561687,0.20073348232192997,0.007220216606498195,0.00023854961832061068
E85656,12,12,12,65700.0,5475.0,0.6141618497109826,1143.0,686.0,457.0,0.0,17.397260273972602,0.600174978127734,0.399825021872266,0.0,0.0,4.622392463815721,42374,34872,2147,5355,32925,1680,0,6602,1167,0,19903,2892,13224,5523,526,217,72,815,17,0,644.9619482496195,0.05066786236843347,0.7770094869495445,0.03964695332043234,0.469698399962241,0.0682493982158871,0.312078161136546,0.3803275593524331,0.1303393590409213,0.8500259593146741,0.019233492235804974,85.29638692299686,0,0,0,12,12,12,0,0,59522.0,905.9665144596652,73.61897130322353,239.43764074487183,12,12,32051.0,32051.0,9517.0,16072.0,1882.0,0.5384731695843553,0.5384731695843553,0.15989046067000437,0.27001780854137963,0.03161856120426061,0.0
E85657,12,12,12,141245.0,11770.416666666666,0.9509254542367125,27588.0,19469.0,8119.0,0.0,195.32018832525046,0.7057053791503552,0.29429462084964475,0.0,0.0,21.349565797239045,50217,44669,2375,3173,32704,13283,2246,296,1688,0,19357,2490,4430,4880,5905,5388,7755,19048,12,0,355.531169244929,0.04729474082482028,0.6512535595515463,0.2645120178425633,0.3854670729035984,0.049584801959495786,0.0882171376227174,0.1378019395822132,0.0971782464105781,0.5232690124858116,0.3793137782026007,35.664780018081096,0,0,0,12,12,12,0,0,54440.0,385.42957272823816,40.62574834123803,104.12051751051837,12,12,35802.0,35808.0,4678.0,13314.0,639.0,0.6576414401175606,0.6577516531961792,0.08592946362968405,0.24456282145481265,0.011737692872887583,0.00016758840288252054
E85685,12,12,12,146875.0,12239.583333333334,0.8583333333333334,23157.0,20571.0,2586.0,0.0,157.66468085106382,0.8883275035626377,0.11167249643736235,0.0,0.0,19.34511550556132,113490,106673,1341,5476,62649,13264,32702,1936,2939,0,61762,9308,15834,12996,6811,3579,3034,13424,166,0,772.6978723404255,0.011816019032513878,0.5520222045995242,0.11687373336857873,0.544206538020971,0.08201603665521191,0.13951890034364262,0.22153493699885451,0.11451229183187946,0.7657414750198256,0.11828354921138426,122.62008482442712,0,0,0,12,12,12,0,0,47564.0,323.84,40.492653298946806,108.27466660731989,12,12,33869.0,33883.0,2466.0,10115.0,1100.0,0.7120721554116559,0.7123664956689933,0.05184593389958792,0.21266083592633084,0.02312673450508788,0.0004133573474268505
E85687,12,12,12,67115.0,5592.916666666667,1.4347202295552368,520.0,352.0,168.0,0.0,7.747895403412054,0.676923076923077,0.3230769230769231,0.0,0.0,1.8275665615361254,32816,26955,2345,3516,27321,2112,2331,0,1052,0,8152,2836,12022,5952,1925,1070,857,3852,2,0,488.95179915071145,0.07145904436860068,0.8325511945392492,0.0643588493417845,0.2484154071184788,0.0864212579229644,0.36634568503169185,0.45276694295465625,0.18137493905411994,0.701182350073135,0.11738176499268649,41.38167095265261,0,0,0,12,12,12,0,0,37366.0,556.745883930567,44.01799963340666,137.17986649764623,12,12,27627.0,27627.0,1182.0,8221.0,336.0,0.7393619868329497,0.7393619868329497,0.031633035379757,0.2200128459026923,0.008992131884600974,0.0
E85693,12,12,12,265567.0,22130.583333333332,0.23934248554913296,46885.0,28357.0,18528.0,0.0,176.5467848038348,0.6048203050015997,0.39517969499840033,0.0,0.0,15.879669708957827,104822,97252,4025,3545,55436,25578,21987,0,1821,0,60463,2867,7646,8561,8462,7696,8264,24422,863,0,394.7101861300538,0.03839842781095572,0.528858445746122,0.24401366125431684,0.576815935586041,0.02735112857987827,0.0729427028677186,0.10029383144759688,0.08167178645704146,0.677109767033638,0.23298544198736906,41.64123641108934,0,0,0,12,12,12,0,0,97995.0,369.00292581533097,36.43552443403873,101.30068294237032,12,12,41680.0,41680.0,3271.0,35712.0,17332.0,0.4253278228481045,0.4253278228481045,0.03337925404357365,0.3644267564671667,0.17686616664115515,0.0
E85696,12,12,12,95765.0,7980.416666666667,3.9588377723970947,969.0,745.0,224.0,0.0,10.118519292016916,0.7688338493292054,0.23116615067079463,0.0,0.0,1.607287053470994,71844,66740,1788,3316,41817,17750,10393,4,1880,0,36855,8647,14084,5182,1768,1530,2429,5727,1349,0,750.2114551245236,0.024887255720728245,0.5820527810255554,0.2470630811202049,0.5129864706864874,0.12035799788430489,0.19603585546461777,0.31639385334892267,0.07212850064027615,0.8293803240354101,0.07971438115917821,72.98223979883853,0,0,0,12,12,12,0,0,48338.0,504.75643502323396,53.98831337054617,141.8930854751328,12,12,19767.0,19767.0,9344.0,10416.0,8811.0,0.4089329306135959,0.4089329306135959,0.1933054739542389,0.2154826430551533,0.1822789523770119,0.0
E85699,12,12,12,80432.0,6702.666666666667,0.5939123979213066,393.0,253.0,140.0,0.0,4.886114979112791,0.6437659033078881,0.356234096692112,0.0,0.0,1.1629890139857315,59031,50228,2708,6095,34716,17942,3833,0,2540,0,25823,8028,10675,6297,4529,2310,1249,8088,120,0,733.9243087328426,0.04587420169063712,0.5880977791329979,0.30394199657806914,0.43744812047907033,0.13599634090562585,0.18083718724060238,0.3168335281462282,0.10667276515729024,0.7542816486252986,0.13701275600955432,70.91875739755568,0,0,0,12,12,12,0,0,69080.0,858.8621444201312,103.14344591187943,325.288848170204,12,12,40022.0,40022.0,7865.0,14081.0,7112.0,0.5793572669368847,0.5793572669368847,0.11385350318471338,0.20383613202084538,0.10295309785755645,0.0
E85708,12,12,12,95064.0,7922.0,0.7833228048010108,789.0,515.0,274.0,0.0,8.299671800050492,0.6527249683143219,0.3472750316856781,0.0,0.0,1.202147155491658,36771,32512,2360,1899,20913,5583,9182,0,1093,0,15181,1560,5314,7142,4971,1879,722,7572,2,0,386.80257510729615,0.06418101221070953,0.5687362323570205,0.15183160642897936,0.4128525196486362,0.04242473688504528,0.14451605885072474,0.18694079573577002,0.19422914796986757,0.5997933153844062,0.2059231459574121,34.27222762997098,0,0,0,12,12,12,0,0,73555.0,773.7419001935538,71.18969193088775,229.6141792177823,12,12,34751.0,34751.0,15247.0,18293.0,5264.0,0.4724491876826864,0.4724491876826864,0.20728706410169262,0.24869825300795323,0.07156549520766774,0.0
E85712,12,12,12,128315.0,10692.916666666666,0.3656135745757945,3283.0,1753.0,1530.0,0.0,25.58547324942524,0.53396283886689,0.46603716113310995,0.0,0.0,5.222109924049201,65355,58419,3510,3426,48005,15869,532,61,888,0,31929,4386,11993,8475,3359,2286,2799,8444,128,0,509.3325020457468,0.05370667890750516,0.7345268150868335,0.24281233264478616,0.48854716548083543,0.06711039706219876,0.18350547012470353,0.2506158671869023,0.12967638283222402,0.7391630326677378,0.12920205034044832,56.189005683447064,0,0,0,12,12,12,0,0,84432.0,658.0056891244204,70.0393994813432,207.34225709343787,12,12,40910.0,40911.0,4469.0,34920.0,4132.0,0.4845319310214137,0.4845437748720864,0.05293016865643358,0.4135872654917567,0.048938790979723326,2.4443901246638963e-05
E85713,12,12,12,77193.0,6432.75,0.5627637955291542,22812.0,0.0,0.0,22812.0,295.5190237456764,0.0,0.0,1.0,0.0,49.451002422133655,33510,27713,1446,4351,21561,10425,271,72,1181,0,12594,3575,10162,4850,1397,537,393,2327,2,0,434.1067195212001,0.04315129811996419,0.6434198746642793,0.311101163831692,0.3758281110116383,0.10668457176962101,0.3032527603700388,0.40993733213965977,0.14473291554759773,0.7857654431512981,0.06944195762458967,66.1439400641291,0,0,0,12,12,12,0,0,34358.0,445.092171569961,57.32380252907317,139.5218712276669,12,12,22004.0,22005.0,2529.0,8309.0,1515.0,0.6404330869084347,0.6404621922114209,0.07360731125211013,0.24183596251236975,0.04409453402409919,4.544628249409198e-05
E85715,12,12,12,95789.0,7982.416666666667,0.5038417936767855,2495.0,980.0,1515.0,0.0,26.046832099719175,0.3927855711422846,0.6072144288577155,0.0,0.0,4.843076642999145,40735,37138,1111,2486,28845,10648,0,120,1122,0,21803,2818,6433,4453,2766,1344,1059,5169,59,0,425.25759742767957,0.02727384313244139,0.7081134159813428,0.26139683319013135,0.5352399656315208,0.06917883883638148,0.15792316190008593,0.2271020007364674,0.10931631275316067,0.7623419663679882,0.12689333496992758,41.565177653908904,0,0,0,12,12,12,0,0,69729.0,727.9437096117508,64.05892001549387,197.4217893975616,12,12,40975.0,40975.0,2238.0,20001.0,6515.0,0.5876321186306989,0.5876321186306989,0.03209568472228198,0.2868390483156219,0.09343314833139726,0.0
E85734,12,12,12,72487.0,6040.583333333333,1.6983352951067767,600.0,416.0,184.0,0.0,8.27734628278174,0.6933333333333334,0.30666666666666664,0.0,0.0,1.37386947803116,24969,22085,1180,1704,15451,7848,0,0,1670,0,9415,2586,7049,2865,1085,1007,926,3018,36,0,344.4617655579621,0.04725860066482438,0.6188073210781369,0.3143097440826625,0.37706756377908607,0.10356842484681004,0.28231006447995516,0.3858784893267652,0.11474228042773038,0.7629460531058513,0.1208698786495254,62.49635777637033,0,0,0,12,12,12,0,0,35767.0,493.4264074937575,58.6698543676607,241.28643286384278,12,12,25449.0,25460.0,2595.0,6575.0,1137.0,0.7115217938323035,0.711829339894316,0.0725529119020326,0.18382866888472615,0.031789079318925266,0.00043223702306573934
E85735,12,12,12,81778.0,6814.833333333333,1.4128035320088301,5787.0,4775.0,1012.0,0.0,70.76475335664848,0.8251252808017971,0.17487471919820285,0.0,0.0,16.236711315871073,43145,37533,2138,3474,29081,7892,4483,0,1689,0,16103,4349,11520,7274,2504,941,438,3883,16,0,527.5868815573871,0.0495538301077761,0.6740294356240584,0.18291806698342797,0.3732298064665662,0.10079962915749217,0.2670066056321706,0.3678062347896628,0.1685942751187855,0.741036041256229,0.08999884111716305,35.67602908945766,0,0,0,12,12,12,0,0,51113.0,625.0213993983712,43.781947076210194,194.28376106575865,12,12,37219.0,37219.0,1393.0,10767.0,1734.0,0.7281709154226909,0.7281709154226909,0.027253340637411225,0.21065091072721226,0.03392483321268562,0.0
E85743,12,12,12,37323.0,3110.25,0.7115135834411385,660.0,548.0,112.0,0.0,17.68346595932803,0.8303030303030303,0.1696969696969697,0.0,0.0,5.676577478277512,17359,15985,650,724,16702,552,0,0,105,0,9305,1470,3562,1317,785,516,402,1703,2,0,465.10194786056854,0.037444553257676136,0.9621521977072413,0.03179906676651881,0.5360331816348868,0.08468229736735987,0.20519615185206522,0.28987844921942507,0.07586842560055303,0.8259116308543119,0.09810472953511147,31.878035357635323,0,0,0,12,12,12,0,0,30989.0,830.2923130509338,93.78296245668709,269.9275580618472,12,12,18367.0,18367.0,1860.0,7970.0,2792.0,0.5926941818064474,0.5926941818064474,0.06002129787989287,0.25718803446384203,0.09009648584981768,0.0
